"name","comment","date","rating"
"krispyfuc","you are beautiful","23 Jul 2023",4
"Ayush_phenom","3 stars because of Margot Robbie and the ladies but Ken was annoying and not a very accurate representation. Yet a good movie to behold and especially the AURA around it. It was nice to see colorful theatres","30 Jan 2024",3
"Nate","Right from the jump Barbie hits with message, comedy and heart. The message is heart felt and well portrait while still able to remain light-hearted and fun.The story remains interesting and engaging throughout the film and never strays far from the overall message of the film.","29 Jan 2024",4
"Cosmoexe","Una muy buena película, adaptado una problemática clara sobre el machismo sin hacerla aburrida ni quitarle protagonismo a la actriz principal","29 Jan 2024",5
"CamiloMRT","No voy a negar que varias ideas mostradas en la película que rebaten y satirizan comportamientos opresivos estructurales y algunas desafortunadas convenciones sociales, mas de una vez me hicieron decir ""sí soy"" y me parecieron muy interesantes, pero es que al final la misma película se desenmascara.","29 Jan 2024",3
"sarah","Greta Gerwig se cuela en Hollywood y le vende a Mattel una película que, en parte, los hace 'ver mal', pero pondera el feminismo poniéndole una etiqueta de marca registrada y creando aún…","29 Jan 2024",4
"QG24","an entertaining enough movie ,  somehow looked so awful on my tv? like hallmark bad","29 Jan 2024",4
"pQuintans","really REALLY hated the narration this time around","29 Jan 2024",2
"javierdt","ryan gosling really is the standout of this he was given all the best material to work with 😭","29 Jan 2024",3
"Isaiah Unzicker","What in the world happened after I walked out of the theater that made me think this film was anything less than fantastic, geez, sorry about that y’all must’ve been going through a phase","23 Jul 2023",4
"Brett Rollins","Bom filme, bem divertido.","29 Jan 2024",4
"Taven","Para no hacer lo que tanto desprecio de Letterboxd (usarlo como si fuera twitter) tendria que verla varias veces más y anotar las cosas que se me iban ocurriendo mientras la veia y que me generaban disgusto. Sin lugar a dudas algo que no logro comprender es la publicidad de Chevrolet en el medio de una pelicula en la cual se critica al capitalismo una y otra vez. Tampoco logro comprender la puesta en escena final en las casas de…","29 Jan 2024",5
"Kiddo Williams","Leftist feminist’s Tarantino reduction, or, accidental conservative talk-piece?","29 Jan 2024",4
"Elaax","Either way that robe changed my life","30 Jul 2023",3
"hanwink","Honestly, kind of brilliant. Turning a toy company's IP into something this beautifully crafted, sincere, fun and irreverent is a new 21st Century cinematic skillset. I kind of can't believe it exists. And I'm Ken enough to admit I teared up at the end.","29 Jan 2024",NA
NA,"This is kind of a joke movie. So many homages to things it feels even more copyright than it already is. It’s so original and unoriginal all at once.",NA,NA
NA,"The blatant Chevy ad and the wrong actress nomination brought this movie down a notch for me.",NA,NA
NA,"This movie was everything I needed it to be and more, it captures the essence of Barbie perfectly while also diving deep into themes of what it means to be human and also commenting on societal issues that are still in place. The movie was also very gorgeous to look at and there are moments that made me cry like a baby.",NA,NA
NA,"I got to SEE my childhood imagination on screen! It’s a delightful and refreshing fantasy comedy that subverts the expectations of its iconic source material. Definitely the movie of the year 👏🏻😻",NA,NA
NA,"I know it’s RDJ’s Oscar to lose but it belongs to Ryan Gosling or Mark Ruffalo",NA,NA
"emzonfire","truly such a good movie. so glad children are growing up with this movie it will change their lives. this movie was a warm hug to my childhood self","29 Jan 2024",5
"camiecareyes","I was expecting a lot more from this movie, but nonetheless, it still made me want to call my mom after watching it. This movie also had great marketing.","29 Jan 2024",2
"jude","this is just a movie that you watch all of every time someone else turns it on. nothing more nothing less. you are all doing too much","29 Jan 2024",3
"HPA7X","Mid as shit. Overrated. Get good.","30 Jan 2024",4
"ZeDoggomensch","DUDE I LEGIT LOVED THIS","29 Jan 2024",5
"Marti","i'm just alan","29 Jan 2024",3
"Tchelas","Raso igual um prato, mirou na critica e acertou na comédia.","29 Jan 2024",4
"therackineurope","Um dos maiores engana bobo do cinema.","29 Jun 2023",4
"Kalaire","barbie","24 Jan 2024",5
"JGoldston","Who runs the world? GIRLS!","23 Jul 2023",5
"alexadzg","This movie fronts as an intellectual property money grab, but is an expertly crafted tale about being a female in a male-dominated culture. It's an emotional rollercoaster ride that tugs your heartstrings - I did not expect to cry at a Barbie movie, and yet...","29 Jan 2024",4
"fernandxz","EDIT: I have now seen this film 3 times. I'm even more convinced that the script is one of the most well-crafted scripts in recent memory.","29 Jan 2024",NA
NA,"Nunca había llorado tanto con una película.",NA,NA
NA,"Me quebrou demais, só uma mulher consegue sentir o peso desse filme!",NA,NA
"KewlKingKenny","Barbie is an amazing movie the props the acting and the story but I personally think the marketing was better than the actual movie and I know this movie because Ive watched the movie 4 times in cinema, I feel like its a movie that is mainly catered to white women and I feel like people take it to seriously as a feminist commentary, Its more of a comedy because that is what it is. I enjoyed the movie but from the marketing and the cast I was expecting so much more >_<","30 Jan 2024",4
"nahikiz","muy real me tocó el alma si no sos mujer nunca podrás entender esta película 🤚","",5
"roberto_jalomo","Meh","29 Jan 2024",2
"trinity teyacapan","Yes, I finally got around to watching this","29 Jan 2024",4
"DKBK","Clever as hell. Pink.","29 Jan 2024",4
"BrandonSun","“Margot Robbie toes.”-random weirdo online.","29 Jan 2024",5
"biagmoura","yeah Allen can solo literally anything","29 Jan 2024",5
"Lucas","apenas icônico, fiquei obcecada um mês inteiro.","29 Jan 2024",3
"bluepeoplehater","Didn’t rewatch just relogging because the middle of this movie is actually shit","29 Jan 2024",5
"limonada☆","Oppenheimer didn’t even make any bombs in this movie","29 Jan 2024",4
"LGibbsy","no iban ni 30 minutos cuando ya quería llorar","30 Jan 2024",3
"gonzarodriguezz","Gorgeous to look at. But at the end of the day felt like an act of mologues with a pink bow.","29 Jan 2024",3
NA,"banco",NA,NA
"sheeeeer","Sinceramente es controversial y creo que mas siendo hombre pero a mi me gusto mucho, los sets, la trama, el monologo. Aparte de eso las actuaciones estelares de Ryan y Margot fueron buenisimas.","29 Jan 2024",5
"henrique frss","não sou o público alvo mas reconheço o filme ser incrível","29 Jan 2024",4
"lizzy510","Movie was pretty dope! Go girls!","29 Jan 2024",3
"Mer :3","Bastante lograda, aunque a nivel personal no me termina de dar ese algo, el diálogo evidentemente feminista es muy real y transmite el sentimiento, el final a mis ojos no me transmitió lo que debió, creo. Sin embargo es una película bastante buena. Por cierto, im just Ken es simplemente una masterpiece","",4
"Dannfa","Llore más de lo que me gustaría admitir","29 Jan 2024",5
"vieirasrh","FODA. A forma que esse filme tira sarro dele mesmo e as piadas jogadas na CARA do público, é um filme feito pra mulheres, e vocês que não gostaram é pq n gostam de ver uma moça no topo","29 Jan 2024",4
"Kathryn Gathercole","This review may contain spoilers. I can handle the truth.","21 Jul 2023",5
"justin","THIS ONE'S FOR THE GIRLS AND THE GAYS!","29 Jan 2024",4
"David Valdes","The Barbie movie was my Super Bowl. I think I cheered out something insufferable like ""lets gooooo"" when walking into the cinema. Sorry everyone, I haven't been this hyped for a movie in a while!","29 Jan 2024",3
"lauren 🦦","I seen Barbie twice in the cinemas. The second viewing, even better than the first! After the first viewing I came out vibrating from all the pink and happiness and feelings (and wine). The second viewing allowed…","29 Jan 2024",5
"Hanmariee1","I identify with Allan on so many levels","29 Jan 2024",4
"kdo_99","Película entretenida que funciona para pasar el rato si logras dejar de lado el peso de las pretenciones del marketing exagerado que la misma ha tenido.","29 Jan 2024",NA
NA,"i don’t think i’ll ever be able to watch this without tearing up.",NA,NA
NA,"barbie is single handedly that movie. Greta gerwig outdid herself. every girl who went and saw barbie healed their inner child. idc if someone says it was too feminist that is literally the whole point of the movie. america fererria ate her monologue. the creator of barbies monologue literally had me sobbing. and ryan gosling played ken so perfect.",NA,NA
NA,"Even though advertised as a feminist movie, still has good takeaways for men. Ryan Gosling was good in this.",NA,NA
"avitel_avitel","1/2 * for John Cena","29 Jan 2024",3
"laylafagone","i didn’t think this movie was going to make me cry but it did like 3 times it’s such a beautifully made movie greta is such a powerful and amazing director","29 Jan 2024",4
"yuugui","oq o rayn gosling fez nesse filme é algo incrível","29 Jan 2024",4
"asereth02","solo quiero ser Allan y vivir en barbieland y tener amigas barbies :c","29 Jan 2024",5
"dcostx","sei lá, acho que minhas expectativas estavam muito altas","29 Jan 2024",3
"Nahvz999","no fue una locura pero tampoco fue lo q la pintaban ñe","29 Jan 2024",3
"Clara","xeroderma pigmentosum","25 Aug 2023",4
"Sydney","Margot Robbie? More like Margot Got Robbed","29 Jan 2024",5
"goingn_owhere","It's perfectly alright. The cast did well in their roles, the songs were fun, etc. Enjoyable movie, but still kinda shlocky megacorp garbage to some degree and the cinematography looked like a BMW commercial.","29 Jan 2024",3
"tiaxrm","boys will never understand girlhood.","30 Jan 2024",4
"natignx","Soy ese ( Ryan gosling )","29 Jan 2024",3
"Tydye9","Overrated not funny has style but a crappy story I wanted to like and laugh at this but I just couldn’t","29 Jan 2024",0
"liatolliou","honestly exactly what I wanted and expected it to be, plus one of the best cinema experiences I've ever had in my life!","20 Jul 2023",4
"Zuco","Bom filme mas eu esperava mais","29 Jan 2024",3
"anna","i want to be greta gerwig when i grow up","29 Jan 2024",5
"mazzy","(yes, it’s very much white feminism. but it isn’t meant to be feminism: the movie. think of it as a kid’s introduction to feminism, the characters are basically caricatures. more representation is needed ofc, but this isn’t meant to be “the feminist manuscript”)","29 Jan 2024",5
"folklorehadid","so beautiful, made me cry a million times","29 Jan 2024",3
"kamrynderrick","It was cool","29 Jan 2024",5
"Daudadjofull","SUCH a cute comfort movie. i love💝","30 Jan 2024",1
"FilmPineapple","This review may contain spoilers. I can handle the truth.","29 Jan 2024",5
"Cético","Langaði svo að digga hana en tbh þá var þetta bara ógeðslega löng og asnaleg auglýsing sem var full af washed up poser PC agenda og gervi feminisma. Sagan var drasl, tónlistin ódýr, handritið rusl, allir frábæru leikararnir í henni fengu ekki tækifæri til að gera neitt gott úr þessu sjitti (hefði alveg eins getað castað frænku mína og bróðir minn) en sviðsmyndin bby, sviðsmyndin var fkn næs og fyrir hana er þessi eina stjarna.","29 Jan 2024",4
"hess_station","Can you believe my dad wanted to watch this movie?Can you believe he enjoyed it and laughed a lot throughout?Me neither but I’m very pleasantly surprised.","29 Jan 2024",3
"_jubs_","Ken>>>>>>","29 Jan 2024",4
"ellenj617","While I loved the set, costumes, and overall idea that Barbie had to offer. I could not get over the insufferable undertone of toxic feminism. The whole story was dependent on it and could have been more interesting if every scene wasn’t a clear agenda trying to be crammed down my throat.","29 Jan 2024",3
NA,"Será que não sou gostoso quando estou demonstrando sentimentos??",NA,NA
NA,"Rewatch for Oscar’s prep 😤",NA,NA
"ph0ebef3rguson","Barbie barbed too close to the sun","25 Jan 2024",3
"maxygee","Great production, loved gosling, hated basically everything else","29 Jan 2024",1
"graceglaspell","to be a woman. this movie described everything and in between of what it is to live in a world dominated by men and to grow up in a world where you believe life to be like the toy doll you have always been so fond of. this movie made me relive all my childhood memories while taking it in as an adult, which is even shown perfectly throughout the film. 10 out of ficken 10!","30 Jan 2024",5
"yasmin","o monólogo da gloria meio que mudou vidas","26 Dec 2023",5
"forg98","I's a great movie. Maybe I woud give it a higher score if i realated to it a lil more","30 Jan 2024",3
"cottommitchell","This movie has a good story. Is weird and therefore unique. It also has a few very funny moments which help make it 3.5 stars. The feminist messages are good, but they make up too much of the movie.","30 Jan 2024",3
"Ana","The power to the theater cut off in the middle of America’s monologue in Barbieland, at the end of a sentence and I thought the movie ended the only thought I had was “Bold. I like it”","30 Jul 2023",4
"Evan L","Damn, what was I made for... I can’t believe I haven’t watched it till today. What a statement 🥹","29 Jan 2024",5
"Delfi Burgueño","amo barbie","29 Jan 2024",3
"lachiecooper","i liked, bit messy message-wise, but fun nonetheless","30 Jan 2024",5
"Marri","Esse foi o mlr abraço do mundo","29 Jan 2024",4
"Guasacaca","meus pais gostaram","29 Jan 2024",NA
"hobbis","Significant lack of Australians and cooked meat","30 Jan 2024",3
"bruna","about time to make avaliable the 6th star in this one","29 Jan 2024",5
"SOIX","Voy a fingir que no la dirigió Greta Gerwig.","29 Jan 2024",3
"SkutyTynkarz","I'M JUST KEN","30 Jan 2024",4
"taylor7304","It was so cute and made me want to go hug my mom","23 Jul 2023",4
"Courtney","cried lots. saw an old man and his granddaughter leave the theatre wearing pink and cried more. i love being a girl <3","29 Jan 2024",5
"🐝☁️","SER MULHER É MUITO BOMMMMMMMM","29 Jan 2024",4
"_george2725_","I understand the appeal of the film, I just couldn't really get into it, and the only thing I actually enjoyed was Ryan Gosling singing. Other then that, the story felt like it got lost. That's the only way I can describe that, it felt a tad bit all over the place, the overall message of the film was good but would I watch it again? No.","30 Jan 2024",1
"martecito","quiero dejar de pretender que no quiero que gane im just ken como mejor canción original","29 Jan 2024",4
"normalgirlbot","i loved it IDC","",4
"lily_villegas","erm","29 Jan 2024",3
"ajjwjajakakakka","I'm Just Ken","29 Jan 2024",3
"mariahahhahahaha","Ne","29 Jan 2024",3
"olliebrown02","I think the Barbie movie is about two things:","30 Jan 2024",3
"benass0n","1. Being comfortable in your own skin","30 Jan 2024",4
"mrsaaturn","2. THE ALL NEW CHEVROLET TRAILBLAZER 2024 EV FEATURING 560 HORSEPOWER AND 0-60 IN UNDER 4 SECONDS🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🦅🦅🦅🦅🦅RAAAAAWWWWWW","29 Jan 2024",4
"iggytheexplorer","Over-hyped but good. Big letdown ending","29 Jan 2024",5
"smopetc","I was high at the theater and laughed so loudly at the beginning sequence that my friend turned to me to be like “shut up you’re gonna scare the neighbors”","29 Jan 2024",4
"Zbydrew","Other than that it feels like a fun movie, although honestly for me I’m like. Old news. Girl power. And I have no idea what the fuck Will Farrel was doing in that movie other than being Will Farrel","30 Jan 2024",3
"cony","eu i barbie queremos morrer","29 Jan 2024",5
"Tucker Hysom","Peak cinema","29 Jan 2024",4
"zaram0","Maybe I'm just not the target audience. The social commentary was really tacky most of the time and not subtle at all. The word patriarchy was repeated about 50 times in this movie I believe. The comedy was hit or miss for me. Some of the jokes were really funny and based on pretty clever irony, but others seemed like very hermetic kind of humor that only women would find funny. Moreover, the visuals are great, the music slaps and Ryan Gosling is as relatable as usual.","30 Dec 2023",5
"somi6","mejor pelicula 2023, es un crimen que no nominen a margot Robbie como mejor actriz protagonica, cualquier mujer se identifica con ella en la película","29 Jan 2024",5
"zoet03","Woke liberal snoozefest, tell Greta Thunberg stick to climate change and stop trying to make think critically about the patriarchy’s negative effects on both men and women","29 Jan 2024",4
NA,"micheal cera?",NA,NA
NA,"im pink now",NA,NA
NA,"still so good",NA,NA
NA,"the ken musical number, what was I made for montage, the wardrobe.",NA,NA
"martu","esta película junta mis cosas favoritas, el feminismo y la comedia, perfecta 🧘🏻‍♀️🧘🏻‍♀️que vivan las mujeres","30 Jan 2024",5
"alick","homens não entenderiam isso aqui","",4
"tommycarevic","didn’t like how Greta watered down the social commentary. Was probably the producers decision to do so tho, to appeal to the masses I guess","29 Jan 2024",3
"𝐇𝐞𝐚𝐭𝐡𝐞𝐫 🌷","Perfect movie to lighten up a bad mood 💗💗 I’m Just Ken he’s so me 😩✊","29 Jan 2024",5
"itsbownetbow","Barbs","30 Jan 2024",5
"EberGG","Lo mejor de la película es la música, el vestuario, la escenografía y la actuación de Ryan Gosling. La trama es predecible pero los chistes a veces dan risa y hacen que se disfrute la película.","28 Jul 2023",3
"Pedrorestrepoc","Es palomera, pero se siente que se ridiculiza demasiado el papel de los hombres reales (no de Ken, ese era su papel en la película y de él/ellos se siente natural).","30 Jan 2024",2
"klie","Greta Gerwig clearly had a vision for a movie that she wanted to make, and it shows in a handful of scenes. However, The whole theme of identity isn’t well implemented, and the movie just feels way too corporate. Mattel wanted to make a barbie ad, and the commercial feeling takes over the movie completely. The movie is basically Mattel trying to convince everyone that Barbie isn’t an outdated, problematic toy. It’s basically a barbie commercial with a Chevrolet ad…","30 Jan 2024",5
"Liv","dyk ken? kenyoubemine.","29 Jan 2024",1
"papiafurros","Watching this with the flu is like a fever dream I fell asleep and then woke up to Ken crying.  Could probably predict the whole plot without even watching this.","29 Jan 2024",2
"janra","Bastante zeta zeta","21 Jul 2023",3
"nayola","Don’t hate me but it did not live up to the hype I had in mind. Coming from such a strong director, the humor was kinda meh and it seemed a bit too surface level. Love that the girlies are having their moment though. I’ll give it another try in the future.","29 Jan 2024",5
NA,"i want to live in barbieland so bad😩",NA,NA
"emsluvrr","Greta gerwig knew what she was doing when she directed this film. queen devoured. I learned im Allan","29 Jan 2024",5
"salvadoreass","Até este filme goza com o Snyder, God","30 Jan 2024",3
"mihawkie","pretty funny, but not the end all be all of feminist movies, very surface level in its messaging","21 Jul 2023",3
"Lizzy","Not to make this about Ken, but I was such a hater when they cast Ryan gosling and I have never had to gobble back up my words so hard","25 Jul 2023",4
"tei ✨","muchos tienen distintas opiniones respecto a esta película, pero personalmente yo la amé, y podrán encontrarlo absurdo, pero el sentimiento que me hizo sentir y el mensaje que transmitió, nadie me lo saca del corazón. realmente greta hizo un gran trabajo<3","29 Jan 2024",5
"millaafr","simply adorable, the fact that he is so feminist made me cry, a lot. is a film that basically tells the story of women and the feminist process.","23 Jun 2023",5
"nachopickett","No thanks","29 Jan 2024",2
"Samantha Muhlig","love love love. great movie. loved all of it. ty for the accurate and authentic plus size rep too 🫶","21 Jul 2023",5
"alesboy","Hi Barbie! Hi Ken! Greta Gerwig selaku tukang direct film BARBIE tentu bekerja keras mengambil tugas monumental untuk mengungkap teka-teki karakter Barbie. Menampilkan Margot Robbie sebagai karakter eponim, dan Ryan Gosling sebagai Ken yang maskulin. Greta mencoba menggali dunia Barbie yang sangat kompleks, terutama makna lebih dalam dari fenomena budaya yang telah mempolarisasi selama beberapa dekade. Ya, feminisme melawan patriarki. Saya terkejut secara positif karena filmnya menonjolkan tata rias, set desain dan koreografi yang sangat baik. Siapapun akan terhibur menonton film satu ini.","22 Jul 2023",4
"João Gabriel","Esse filme tem o mesmo significado em mulheres que táxi driver teve em mim?","29 Jan 2024",4
"jullya vsc ✯","nunca vou cansar desse filme","29 Jan 2024",5
"rydermattox","yass queen! your slayometer is off the charts. cuntiness level 10000!🩷🩷🩷","29 Jan 2024",5
"cadenstone","A fun summer movie with a great cast. There are some weird moments, but overall it was entertaining.","29 Jan 2024",3
"trini","on watch number 3, i want to give kingsley ben-adair his flowers. he ate as ken so so so hard!","29 Jan 2024",5
"Helena Honour","pinktastic & kentastic","28 Jan 2024",4
"A_P_V_C","Best movie ever, I cannot believe Margot Robbie was snubbed by the oscars","29 Jan 2024",5
"dannsl","incrivel!!! barbie é lendaria","29 Jan 2024",5
"kasiapiontek","i love women","29 Jan 2024",4
"Klen5","Never thought I would enjoy so much Pink but Margot Robbie and Ryan Gosling are a perfect pair.","29 Jan 2024",5
"laila ☭","quase tive uma desidratação quando começou a tocar ""what i was made for"" com todas aquelas cenas de infância.","29 Jan 2024",5
"Pedro Freiras","Simplesmente perfeito","29 Jan 2024",5
"yex","te amo Greta","29 Jan 2024",5
"anapatito",",","29 Jan 2024",4
"comunices","definitely need to rewatch this! also I can't believe that even the like button turns pink instead of orange","25 Aug 2023",3
"brunaqt","milituta, longo e necessário billie eilish na trilha sonora 🛐","29 Jan 2024",3
"littlemermaids","Barbie is so excellent when you don’t have a rat in your ear telling you it’s not!","29 Jan 2024",5
"Júlio Emílio Bulyovszki","A colorful, comedic twist on the female coming of age story, I simply love this more and more with every rewatch. 🩷","29 Jan 2024",4
"Saxwell22","Eu ia dar 5 estrelas, mas sigo um perfil com bons reviews - o boxd.it/67XTN (fangio) -, que deu uma. Tive que reconsiderar a avaliação.","29 Jul 2023",4
"Victor Alexandre","For a movie about Barbie, all the best parts were carried by Ryan Gosling. Best choreography in a non-bollywood film ever? Maybe.","29 Jan 2024",3
"jesusolv","Genuinely very funny. Felt true to Gerwigs style in a way that little women didn't, and delivered some feminist philosophy (nothing too groundbreaking) with enough cynicism to feel a lot fresher than it gets credit for amongst some critics of the discourse. But I'm a bloke, so take my half baked musings with a grain of salt.","29 Jan 2024",5
"Evelyn","Soundtrack worked well, and the originals felt good in the setting, but I doubt they'll stuck around.","29 Jan 2024",5
"lulu","Divertido. O filme tem o tamanho que tem muito mais pelo que representa do que por sua qualidade.","23 Jul 2023",5
"diana","É um filme que se você não presta atenção não entende a mensagem que ele passa, mostra muito a realidade das garotas, trilha sonora perfeita.","28 Jan 2024",3
"alicebolinha","realmente não pensei que fosse gostar tanto, mas é um ótimo filme e me conquistou muito","29 Jan 2024",2
"lorna","q lindo ser una girlie","30 Jan 2024",5
"ximenay","gloria and barbie should have gay kissed. on the lips","29 Jan 2024",3
NA,"""it's to much for me"" apenas isso.",NA,NA
NA,"i cried",NA,NA
NA,"m.i.l.g men i love greta",NA,NA
"G & K","dps da gebte ter sofrido mais que a juliette pra ver esse filme. finalmente conseguimos assistir. maravilhoso!","30 Dec 2023",4
"Tay Hensel","I still feel the same way about this movie now as I did 6 months ago, with renewed appreciation for Greta Gerwig's direction and Ryan Gosling's Ken. Also it's impossible for Margot Robbie to give a bad performance. I still think the script is wildly imperfect, oscillating awkwardly between screwball comedy, pointed satire, and Feminism 101 undergrad lecture, but I understand why this movie means so much to people, especially women. I'll never consider it a masterpiece, but I'm very…","29 Jan 2024",3
"José Amorim","parem com o machismo imediatamente ✋🏻 eu deixaria a margot robbie mandar no mundo inteiro facilmente. o personagem do ken é simplesmente insuportável mas acho que isso é ponto positivo pro roteiro","29 Jan 2024",3
"jutinha","e se a gente quebrasse o tabu?!","29 Jan 2024",3
"lostprincess17","Allan is a girls girl confirmed","29 Jan 2024",4
"groovyperson","Quite groovyyy ya","30 Jan 2024",4
"mleko_sojowe","Thoughts of death and cellulite","30 Jan 2024",4
"lauralinney","Took me ages to get in the mood to watch this, but I'm glad I finally did. It's so well made and just fun, full of great visual ideas, lovely ~oldie tricks, references and tributes down to the last detail...And I can't help but feel sad.","30 Jan 2024",4
"ragondinbb","Movies can be fun! Get a grip","30 Jan 2024",3
"Nana","bon… moi j’ai bien aimé franchement. les décors, les costumes étaient dingues. en temps que fan de barbie j’ai trouvé que gerwig a su parfaitement montrer l’univers de barbie, après ça c’était pas compliqué en vraitrès intéressant d’inverser le patriarcat, après c’est pas le film féministe de l’année non plus hein mais je ne m’étalerai pas là-dessusle scénario était un peu indigeste, l’histoire n’avais pas franchement de sens c’était juste chelou, après au moins c original hein une…","29 Jan 2024",3
"Nico0000","esta piola","29 Jan 2024",3
"aried02","It has a good story background but I feel like it lacked something more.","29 Jan 2024",3
NA,"Decent and fun but nothing groundbreaking. 4 star opening, loved the concept of barbieland and all, but it got more typical later on. Cool to see a feminist movie kill it at the box office tho.",NA,NA
"Laguara 🎃","LITERALMENTE O SEGUNDO MELHOR FILME DE 2023!!!","29 Jan 2024",5
"Andy Webb","Eu devia ter assistido antes","29 Jan 2024",4
"teaganlee13","Ryan Gosling is a national treasure.","29 Jan 2024",3
"joe","cute movie but overrated","29 Jan 2024",4
"albert","almost a year later, i’m just ken still hits","21 Jul 2023",4
"Barny","eu de fato preciso ver de novo eu tava mo chapado no cinema talvez tenha invalidado minha nota o primeiro ato foi maluquice","29 Jan 2024",5
"isarollll","it's barbie. i just realized i never logged her!","29 Jan 2024",5
"JackRaymondd","OH HOW I LOVE BEING A WOMAN","29 Jan 2024",4
"Ellah","Hot Take: Ken wasn’t the villain.","30 Jan 2024",5
"Ellah","Thank Greta gerwig and Margot Robbie for teaching young children equality x","30 Jan 2024",5
"Kai","Thank Greta gerwig and Margo","29 Jan 2024",5
"Grissol","I need to learn the choreography to this pronto.","27 Jul 2023",4
NA,"Why the hell was Margot Robie not nominated for Best Actress?Anyways, Great movie.",NA,NA
"𝖗𝖊𝖓𝖟𝖔","IM KENOUGH!!","29 Jan 2024",4
"camvelezmoro","Muy deficiente, creo que no fue el mejor trabajo de ninguno de los actores y mucho menos de Greta. Tenía partes lindas y me gustó la estética pero realmente no fue memorable; lindo speech y ya.","28 Jan 2024",2
"eemaih","this movie made my mama cryyyyyy 🥹","28 Jan 2024",5
"isa","girlhood(nao ha melhor explicação para o quanto esse filme representou milhares de mulheres)","29 Jan 2024",5
"CaptainRev","Awesome. Like if Wes Anderson took a bunch of ecstasy. Just bonkers to look at; a visual feast of ridiculous colors, outfits, props, etc. I get some of the backlash against it, and I think there are some smart arguments that skillfully deconstruct the film, but I’m also 200% fine with movies critiquing gender norms without being brilliant. Who cares if the film doesn’t watch like a movie version of a feminist reader? Let’s be ok with fun, pop, lighthearted gender commentary wrapped up in neon pink. It’s awesome in its own way.","29 Jan 2024",4
"Glaubz","Not a great movie, ""the best of the year"", honestly. But necessary to the cinema. I've been entertained watching the movie for the first time. Brave the attitude for do something so different, a true vision of the character from the director, i admire.","28 Jan 2024",3
"zzuna","Intrattiene, diverte e fa anche riflettere (anche perché perché l'ho guardato assieme alla mia migliore amica)Molto bello anche visivamente, il monopolio di rosa non stanca. Pecca qualche pezza sulla sceneggiatura ma ok, non era il motivo principale per cui l'ho visto. Viva i cavalli.","",3
"napoliarg1","Entretenida pero tampoco es un ""wow"" para nominarla a mejores peliculas margot robie actua bien como ryan pero mas alla de eso es un tremendo Meh""","29 Jan 2024",3
"marisa :)","my sister watched it for the first time and she was dancing with to all the songs so mission accomplished","29 Jan 2024",4
"Yana","Elza says 4/10. Highlight was Im just KenDana says ""i love the movie, Ken carries""Me im just ken","29 Jan 2024",3
"lulardax","a veces un poco absurdagreta es de las mejores directoras de la generaciónhermoso mensaje el q transmite","29 Jan 2024",4
"Tori :3","Another movie where Micheal Cera plays a awkward guy. The songs in it are good. The plot is okay. It could've been better but i'm not complaining bc I saw it twice in theatres.","21 Jul 2023",4
"evabeals","I really do love this movie. It has a few issues but it’s great to look at, it’s funny, it’s heartfelt, and it’s unique.","29 Jan 2024",4
"fer_je","Me gusto, jajajja me reí y caballos","25 Jan 2024",5
"madddu","filme da minha vida","29 Jan 2024",4
"Andy","didn't finish it, but it's OK pop feminism","29 Jan 2024",3
"meowinx","loved the movie has a really good message","29 Jan 2024",3
"Broner","Es mierda. Abz.","29 Jan 2024",1
"marinamarchine","Mds q filme bom fuck the patriarchy","29 Jan 2024",5
"Cory Rogers","I’m just Ken.","28 Jan 2024",3
"Kat","In life you may either be a Barbie or a Ken. It took this film for me to realise, i am in fact an Allan","29 Jan 2024",4
"tiffani_90","Should be turned into a play, Ryan Gosling was amazing","29 Jan 2024",4
"YikeLord","Not a big fan, didnt laugh much, favorite character was michael cera","29 Jan 2024",2
"nicovaux","entretaining, funny","30 Jan 2024",3
"stxrboy","does this movie solve sexism and gender equality? no! but it was fun, it made me cry twice, and america ferrera is amazing","29 Jan 2024",3
"H 🤮","🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🐎🩷🩷🩷🩷🩷🩷","30 Jan 2024",5
"Fer","Se que mucha gente amo esta película al igual que hubo otras que la odiaron, yo me encuentro en medio, me gusto pero no como esperaba si me hizo pasar un buen rato. Lo que no me termina de convencer son los temas que toca, hay algunos que lo llevan de manera excelente y otras no.Ryan Gosling se roba la película, aun asi Margot se merecia la nominacion.","29 Jan 2024",3
"katie","so moving and represents women’s strength and struggles perfectly. greta gerwig i will never not love you ☹️","09 Aug 2023",5
"contr_adict","I enjoyed this movie so much more than I expected. The satiric notes of it are just right and not at all excessive to portrait today’s sexism. I lovvvvved Margot Robbie and Ryan Gosling. They are superb and did an amazing work playing their characters. Well balanced performances and also very clever script. As a woman I felt touched by and seen because of how Greta Gerwig represented the psychological impact of being aware of reality.","",5
"jesse stinkman","im staying out of this one","29 Jan 2024",4
"alison","don’t watch this with men and also i literally don’t understand how this movie is meant to teach anyone about feminism","29 Jan 2024",3
"Tristan Carter","I think the first half was about 4/5 stars and the back half was closer to 2/5. I’ll meet in the middle","29 Jan 2024",3
"Memo2203","esta muy buena pero no entendí muy bien xd","29 Jan 2024",4
"day ★","te amo ryan gosling invítame a tu mojo dojo casa house","10 Dec 2023",5
"fersosa","girlhood","29 Jan 2024",5
"mximzon","I'm just a girl","29 Jan 2024",3
"nic","te amo greta","29 Jan 2024",5
