"name","comment","date","rating"
"Andro","It speaks about such important notions, not to say too much notions for one film, and instead of giving the real deal, the razzle dazzle and the glamour that it…","22 Jul 2023",4
"Jamie Davies","this is so girl i love it !","23 Jul 2023",5
"Ryan Watson","no horse no party","23 Jul 2023",4
"Mattie_S","2023 Countdown Scavenger Hunt: Advanced Version","23 Jul 2023",5
"vitin_jpg","24. A movie shot by Rodrigo Prieto","23 Jul 2023",5
"nephilion","Earmarked this film for this category when the list was made. I think it’s fair to say this is the best shot film of the year, helped by all the design teams recreating the iconic toys, clothing and styles to a perfect degree. We pretty much knew from the trailers these things would be on point, but what was kept secret (to some extent) was how brilliant the…","21 Jul 2023",3
"mari ☆","Barbie: I am KENough SweaterRyan Gosling Barbie WorkoutHow to Cry Single TearDua Lipa Single?","23 Jul 2023",5
"Jackson","Wait a second, this isn't google","23 Jul 2023",3
"allie","you are kenough !","21 Jul 2023",5
"dniiece","Como disseram que seria e confirmado por mim, esse é o evento do ano, a Greta é diferente no que faz, ela basicamente tem a forma única dela de escrever um roteiro. Além de quebrar a quarta parede quase toda hora e escrever diálogos que são piadas/afrontas diretas pro público que não vai assistir o filme. O melhor do filme foi isso, só serve pra um público alvo muito específico, nem para crianças e nem para adultos, e justamente quem…","23 Jul 2023",4
"Tomer","The setting makes me want to play barbie again damnn","23 Jul 2023",4
"claudia","he's kenough!!","23 Jul 2023",5
"Andro","Greta Gerwig's best thus far. She's only ever grown with each new directorial effort, and I'm confident that she'll one day deliver a genuine 10/10 masterpiece. Gosling is the obvious standout here. His comedic chops are simply fantastic. I'd beach off with him anytime, anywhere.","22 Jul 2023",4
"Jamie Davies","7/Ken","23 Jul 2023",5
"Ryan Watson","even better the second time","23 Jul 2023",4
"Mattie_S","the urge to hug every woman i know and tell them how appreciated they are after this movie","23 Jul 2023",5
"lany","iconico atemporal","23 Jul 2023",5
"Sara","LOVED THISshe's girly she's camp SHE'S A FEMINISTalternatively barbie discovers misogyny?","22 Jul 2023",4
"rin 🔪","struggling to type a review over the tears in my eyes","23 Jul 2023",5
"Tmon","This was really well done I wasn’t expecting to like it as much as I did. The set design was super impressive, it was a really fun movie. Greta Gerwig is an awesome director, I want more films from her.","22 Jul 2023",5
"emovu_","Was never a Barbie fan growing up but this movie made me love it and it’s very funny","23 Jul 2023",4
"hpzz","Fearless.","22 Jul 2023",5
"rainbowslinky","cinematic masterpiece!!!!","21 Jul 2023",5
"PoobahtheGrand","also can’t stop thinking about “horses are just men extenders” tbh","23 Jul 2023",5
"eytlettes","Ken out of Ken","23 Jul 2023",4
"beca","Omygosh my beain was tired analyzing every dialogue but damn greta has done it againn!!!","23 Jul 2023",4
"RuyFlk","margot robbie mãe","21 Jul 2023",4
"Takyonn","El mejor anunció de la historia junto con the lego movie joder","23 Jul 2023",5
"lany","yo give my boy alan some love man","23 Jul 2023",4
"bdbarkley","I haven’t wanted to watch something again so immediately. Thank you Greta for making something so smart, funny, and warm","23 Jul 2023",4
"Natalia","Super fun, while also having a surprising amount of existentialism","22 Jul 2023",4
"Shantini","this barbie loved Barbie","20 Jul 2023",4
"owen","touching, funny and aware","23 Jul 2023",5
"frostynfries","Barbie, sponsored by Chevrolet","23 Jul 2023",4
"Ryan Spearman","The Barbie movie, skillfully directed by Greta Gerwig in what could be called her first blockbuster film, gives the audience what it initially expects from a movie about the ever-popular Mattel doll. There are bright colors, fun set pieces, cameos galore in the forms of the different Barbies/Kens/Alan, and meta-jokes that lead to plenty of out loud gufawing. Followed by, about fifteen minutes in, an outright sucker punch of existential dread. Something that was teased in the trailers but the…","23 Jul 2023",4
"Corinne","- My soul will also leave my body if I have to sit on another leather sofa- I will not rest until I own a horse lampshade","23 Jul 2023",4
"fflowerr","simpatico, bel finale, ma femminista fino ad un certo punto, sinceramente un po’ scontato (metto like perché c’è il cuore rosa)","23 Jul 2023",3
"elcin","buna 5 verenler hic mi film izlemedi","23 Jul 2023",2
"steffanyf","NACIÓ EL CINE.","23 Jul 2023",5
"elom","so good, aesthetically pleasing, comedic and campy! cannot emphasize how fucking good this was","23 Jul 2023",4
"Edith","Can’t wait for Ryan Gosling to get an Oscar for his Ken role","23 Jul 2023",5
"zee","alan you have moved me","23 Jul 2023",5
"maayna","this is the perfect film for the nearly 30-30 somthing viewer; the references, the humer, the whole tone and so much more! liked it and up for a second watch","22 Jul 2023",4
"shalevreich","Girls are cool !","23 Jul 2023",4
"ScottyD99","I have Ken’s out and now shall forever wear pink","23 Jul 2023",4
"Gerrit F.","everything I wanted and more","23 Jul 2023",5
"ameliabobelia","I AM KENOUGH!","23 Jul 2023",5
"sarah","Feminismo uhu","23 Jul 2023",4
"Tristaburton","Rlly good","23 Jul 2023",4
"truthdecay","they said ""cut"" but ryan gosling heard ""serve cunt""","23 Jul 2023",5
"Vincent_berring","Great movie 10/10 will watch againThe movie really handles the Simp to Misogynist pipeline very very well.","22 Jul 2023",5
"asy","I'd kill for a Ken podcast scene","23 Jul 2023",5
"Dawson Wiedrich","eu sou uma mistura de barbie com ken","23 Jul 2023",4
"zee","I honestly had no vested interest in this movie whatsoever going into it. I saw the hype, saw all the memes and jokes, but was just very impartial going into it.","23 Jul 2023",5
"maayna","With that being said, there’s a lot to like about this movie. It’s very apparent that those involved with its production had a blast making it. Which is always a plus as that reflects in the final product.","22 Jul 2023",4
"shalevreich","The standout for me was Ryan Gosling as Ken. He just…","23 Jul 2023",4
"Caleb","One of the most profound examples of the bittersweetness found within the pain of human consciousness, and it's a Barbie movie. All jokes aside, Oppenheimer was no doubt a perfect movie, but this film stung me to my soul and left me aching for days after, while simultaneously enjoying every second of it. Its layered messages of both femininity and masculinity were both treated with equal attention and created a societal must-watch. Seriously, everyone needs to watch this movie and…","23 Jul 2023",5
"JohnHolland","I didn’t know Barbie could have meaning and make me feel…. Something. Interesting whatever it was. I’d recommend this one","23 Jul 2023",4
"laurajennifer","I want my girlhood back","23 Jul 2023",5
"reilei","Gloria leaves her Duolingo husband to go with her Barbie and live happily ever after with her emo daughter","23 Jul 2023",5
"emolas","overheard a kid say ""mommy what's vagina?""","23 Jul 2023",5
"Dylan","Not what I expected tbh. A funny watch with a few laughs along the way. Ryan goatling does it again 🐐. The deeper meaning to the movie was a pleasant surprise. Overall an enjoyable watch. On to Oppenheimer later!!!","23 Jul 2023",3
"nicoo02","I am Kenough","23 Jul 2023",5
"Joe","Rob Brydon as Sugar Daddy Ken slayed","23 Jul 2023",3
"jcore97","This is Fight Club for women, but it replaces domestic terrorism with domestic terrorism.","23 Jul 2023",4
"Piath","Ken is what happens when a man watches Andrew Tate","22 Jul 2023",5
"Zac","that lizzo song is good as fuck","23 Jul 2023",4
"Hippo115","That scene with Ruth was everything","22 Jul 2023",4
"harrycleary","Mmmmm. Horses.","23 Jul 2023",4
"rice196","I am Allan.","22 Jul 2023",3
"Caproni","Along the way, you started to notice the little breadcrumb of scenes as to why Greta Gerwig decided to make a movie about Barbie.","23 Jul 2023",4
"shahbazayaz1","That small, inconsequetial but beautiful scene with the old lady. The chance to explore multi-faceted meaning of BEING a women by using Barbies as proxy. That tremendous monologue that America Ferrera gave in the middle of the film about the expected ideals women are to achieve. I won't lie, all that got to my feels.","23 Jul 2023",4
"katie 🐀","I…","23 Jul 2023",3
"Daniel Staebler","very cute had me smiling a lot wished it was more concrete and they tapped into america ferreras character more","22 Jul 2023",3
"Roryglynn","can’t wait to watch this at every sleepover for the rest of forever 💖","23 Jul 2023",4
"danswordsalad","Session at 4.15pm in a cinema packed to the rafters. Outside, the sun is blazing down and 90% of the audience is female. Average age: 15 to 65, it seems.","23 Jul 2023",5
"♱","I admire the director's work in cataloguing everything that could be catalogued in this doll's world. Most of the cinematographic references please the film buff in me, but are likely to be ignored by the majority of the audience.","23 Jul 2023",3
"ConnHardy","On the other hand, certain situations and dialogues provoke laughter in…","21 Jul 2023",5
"Venatorphile","Oscar worthy performance from Dua Lipa","23 Jul 2023",5
"Mariadeleon","Glad I watched Oppenheimer first lol. What a riot! The Mattel stuff seemed kind of thrown in their but other than that really no complaints.","23 Jul 2023",4
"harrycleary","i cried.","23 Jul 2023",3
"rice196","Really not sure how to rate this tbh. I had a lot of laughs at the theater, but all I can think about now when I think of Barbie is the new Chevy Blazer.","22 Jul 2023",4
"Caproni","The set design in Barbie Land went nut nut, especially the zoomed looks. The move was much better when we were there. I love America Ferrera, and thought her arc was powerful, but everything else in the Real World was not for me.","23 Jul 2023",4
"shahbazayaz1","I get that…","23 Jul 2023",3
"katie 🐀","It was like a religious experience. I laughed a lot, I cried a lot. This movie means a lot.","23 Jul 2023",3
"Daniel Staebler","Spitting facts for 2 hours straight🩷✋🏻😩","22 Jul 2023",4
"Mariadeleon","Spitting facts for 2 hours straight🩷✋🏻😩","23 Jul 2023",5
"Inès Derbak","Margot Robbie et Ryan Gosling sont excellents, la morale (les morales) sont intéressantes et bien amenées, les décors sont impressionnants (en prise de vue réelles en plus), les tenues sont incroyables mais le point négatif qui justifie cette notation « basse » est le fait qu’il y ait de réelles longueurs et un discours qui je trouve dessert parfois le féminisme tant il est gnagnagn","23 Jul 2023",2
"oliviaps11","justice for mitch","22 Jul 2023",5
"koko","I didn’t expect to cry but thanks barbie","23 Jul 2023",5
"Charley","THEY'RE DREAMHOUSES, MOTHERFUCKERS","23 Jul 2023",5
"Moya","greta gerwig, you have done it again","23 Jul 2023",5
"smoliver23","This is the best movie I have ever seen","23 Jul 2023",4
"jas28","“To be honest when I found out the patriarchy wasn’t about horses I lost interest.”","23 Jul 2023",4
"cassie","A delightful experience made all the better by the dad sat next to me who kept sighing and 🙄🙄🙄’ing.","23 Jul 2023",4
"javilost","💖","23 Jul 2023",5
"Olivia","Round 2 bitch. The excitement around movies this weekend is intoxicating! Had to get back into the mix amongst the people for a largely full 9:15am Dolby showing. That’s insane. & awesome. This movie is so much fucking fun. Anyone who says otherwise is a serious loser. I liked it even more a 2nd time","23 Jul 2023",4
"LightJoJo","KEN!!! Ryan Gosling supporting actor nom and win right now","23 Jul 2023",5
"Mariadeleon","","23 Jul 2023",5
"Inès Derbak","The Mattel stuff does not work whatsoever, that beginning 2nd act is so disconnected from the engine that makes this thing go","23 Jul 2023",2
"oliviaps11","o fato de que sai chorando depois de ver barbie","22 Jul 2023",5
"koko","Está el cine y luego está EL CINE.","23 Jul 2023",5
"Charley","I will never be the same","23 Jul 2023",5
"Moya","Sublime","23 Jul 2023",5
"reilei","This movie is such a good sapphic film 🥰","23 Jul 2023",5
"mattbowes","This had more in common with THE END OF EVANGELION than I thought it would.","22 Jul 2023",3
"Ash","Incredibly recycled and perhaps a little too referential for my liking. Save for the stunning aesthetics and Ryan Gosling’s humerus performance, I find this to be a bit of a miss for Gerwig.","23 Jul 2023",3
"pashafr","Enjoyed it more with a second viewing, though!","23 Jul 2023",4
"kathchase","setelah keluar bioskop gue menyadari kalo ken are really a men... even if they mocked it so bad they just a men... i dont hate men but damn... men...","23 Jul 2023",4
"JakeOnWatch","'Cause you're just a man","24 Jul 2023",4
"Will Flood","It's just what you do","23 Jul 2023",5
"lozbarnes","Your head in your hands","23 Jul 2023",5
"Dylan","As you color me blue","23 Jul 2023",4
"Anish","The first half of this I was ready to give this 5 stars, but the longer it went the less it felt 5 worthy. Not entirely sure why, just something about it I guess. I thought it felt a tad long near the end, but I had a great time watching it!","23 Jul 2023",2
"Cowinhell","Life in the Dream House was better but I truly love this movie.","21 Jul 2023",5
"Ella","So cunty. Every outfit a serve","23 Jul 2023",5
"reilei","I’d give 5/5 for the ken fight scene alone","23 Jul 2023",5
"mattbowes","Think I was the only one in the cinema who popped for a Rob Brydon cameo haha","22 Jul 2023",3
"Ash","Story and pacing -0.5Cinematography and screenplay -0.5Ending and twist moments -0Cast performance -1Characters- 0.5","23 Jul 2023",3
"pashafr","Overall 2.5/5","23 Jul 2023",4
"kathchase","My favourite part has been reading comments that say about how they were expecting purely shits and giggles (from a film written by Greta Gerwig by the way?) only to be met with some 'feminist' bullshit.About a film literally being about unfair expectations and that it's okay just to be human.","23 Jul 2023",4
"JakeOnWatch","For me it's almost like some sort of shitty sketch where the audience has gone in for the film and the curtains have been drawn back and there…","24 Jul 2023",4
"Will Flood","this didn’t cure my existential dread, it just lightened the idea of everything","23 Jul 2023",5
"Ella","this didn’t cure my existential dread, it just lightened the idea of everything","23 Jul 2023",5
"Sophie","i love women","22 Jul 2023",5
"Ameya","This was nice enough! Though the only thing I can definitively say is that I am now a Ryan Gosling girl","23 Jul 2023",3
"sydney","a love letter to all women. greta gerwig gerwigged once again.","23 Jul 2023",4
"Olli Taylor","Honestly a really thoughtful deconstruction of what Barbie means today and what it means to be human but never loses sight of the fact that it’s the freaking Barbie movie and should be a fun romp","22 Jul 2023",4
"𝗼𝘀𝗰𝗮𝗿","it feels wrong to talk about the kens instead of the barbies given what the movie is, but if you look at my profile i very much love magic mike, k-pop, and professional wrestling, so i'm obviously crazy about hot men in flashy outfits doing choreography. so that, the costume and the set design reeled me in from the start and i kinda loved it.","23 Jul 2023",4
"markdonahue74","Wow. When I first heard about this I was dutifully appalled and uninterested. Then I heard about the great director they hired. And all the great people involved. I was still just meh, but curious. Then the reviews poured in and suddenly I realized I was going to see this. This is the most super feminist female empowerment movie I’ve ever seen. And I’m here for it. Margot is fantastic as she always is. Ryan once again proves himself to…","23 Jul 2023",4
"Alyssa Ilano","this movie is a perfect concoction of campy fun and genuine depth that surrounds a beloved franchise for many. barbie has always been seen as the girl that promoted that “you can do it all!” message only for it to get twisted up in later years and generations under the guise of it being utilized for a misogynistic perspective on how women “should be”. this movie depicts this extremely well in all of its elements, and through the dynamics of…","22 Jul 2023",5
"avi <3","i love any movie that makes me feel heartbreakingly sympathetic towards my mother. and also any movie that makes me look sideways at the men in my life for a few days afterwards. go greta!!","23 Jul 2023",5
"TheIceman","I have some small complaints, but this is still 1,000% better than I would have guessed a Barbie movie could be if you had asked me a few years ago. Greta Gerwig can do no wrong.","22 Jul 2023",4
"valeriebr","Salí del cine sintiéndome bien por ser mujer","23 Jul 2023",5
"yasmindrance","the marketing scheme made me expect a boring hollywoodian movie with no actual substance. long story short i cried several times","23 Jul 2023",4
"Isaiah S","Kind of overwhelming how good it is.","21 Jul 2023",4
"dylan","Waiting on the Allan spin off series","23 Jul 2023",4
"Rob Leah","People can now finally understand that Ryan Gosling needs to do more comedic roles, he’s hilarious in Nice Guy and Crazy Stupid Love, but he peaks in Barbie.","23 Jul 2023",4
"Amy Riddell","Gosh what a movie. Gerwig has pulled it off again by making a incredibly likeable film. Barbie is a very educational and thought provoking experience, but it also easily the funniest movie of the past 2 years. This movie’s comedy is unmatched.","23 Jul 2023",4
"Nicolicious","Ryan Gosling is the easy standout to me, Ken is…","23 Jul 2023",4
"marty","Was pandered to, enjoyed it","23 Jul 2023",5
"max","Ein Film über Barbie? Mit der stereotyp vielleicht schönsten Frau und dem stereotyp schönsten Mann in Hollywood? Was soll das geben? Mit dem Trailer konnte ich nichts anfangen, aber erste Pressestimmen machten dann doch Lust auf mehr und das Sommerloch sorgte dafür, dass sonst nicht viel im Kino kam.","22 Jul 2023",5
"Kait","Nicht jeder Gag zündet. Ich habe mehr geschmunzelt als gelacht. Nicht jeder Handlungsstrang ist auserzählt, häufig fehlt der letzte Meter. Es ist nicht Fisch noch Fleisch, aber Barbie war ein echtes…","23 Jul 2023",4
"CarlosGriKarlos","even better on the second viewing","",4
"Julio Guerrero","Barbie estereotipada ganhou meu coração 💗","21 Jul 2023",4
"Watoshua","beautiful and perfect","23 Jul 2023",4
"Jed Rutstein","Minha família me perguntou se o filme era comunista e se tinha cena de sexo nele, simplesmente o pavor dos crentes.","22 Jul 2023",4
"Isaiah S","This review may contain spoilers. I can handle the truth.","21 Jul 2023",4
"dylan","“We mothers stand still so our daughters can look back to see how far they've come.”","23 Jul 2023",4
"Rob Leah","This was fun!! A pesar de ser una aventura bastante existencialista, que se veía venir, nunca hubiera podido predecir ese giro al final. Greta Gerwig una vez más nos presenta una película DIFERENTE. Y eso, es bueno. Nos dieron un drama satírico en distintos tonos de rosa. Quizás luce hueco como el plástico pero resulta en muchas más capas.","23 Jul 2023",4
"Amy Riddell","Barbie podrá tener todo el…","23 Jul 2023",4
"Nicolicious","Greta will soon be the foremost authority on handling casts of this size and talent. She is quickly becoming one of the greats.","23 Jul 2023",4
"marty","We are all Kenough.","23 Jul 2023",5
"max","america ferrera best supporting actress","22 Jul 2023",5
"Jed Rutstein","america ferrera best supporting actress","22 Jul 2023",4
"Zachary","This was incredible.","22 Jul 2023",4
"ehgrover","the guitar scene was a wake up call","23 Jul 2023",4
"Cass40","Unlike most reviews, I found Barbie to be a fun romp with an important message. At times the film did lay it on a bit thick but that I feel is the point as well as an issue with age rating, a fault to be sure but one that I would never change. The plot was electric and the cast was flawless. Margot Robbie was perfect and there is no other way to describe her. Ryan Goslin is Ken. The…","23 Jul 2023",4
"jonjuo56","Ridiculously good film, i expected it to be watchable, but the themes and storytelling were beyond anything I could have imagined","23 Jul 2023",5
"brsweeney","Should have been dumber to be smarter","23 Jul 2023",3
"NickDurand","Really consistent, fast-paced, and funny. Even the social critiques about the patriarchy generally felt natural and non-preachy","23 Jul 2023",4
"Squidtime","I live in joy knowing that if this movie had been made in the 80s the plot would have probably been the same. I had a fabulous time, and maybe even left with a new respect for ken. Maybe he is good enough. Maybe he is great at doing stuff. Maybe we just never saw it before 😔.","23 Jul 2023",5
"nehalm","One of the best films I have ever watched I don't understand who let Greta get away with something like this. How is it possible for something to be this funny and so emotional and yet so true also the ending was not at all expected plus the last line of the movie just might be the best movie ending ever.","23 Jul 2023",5
"reilei","Barbie is lesbian and she falls into Gloria immediately when they just look at eachother on that one scene","23 Jul 2023",5
"Eddy_A","I plan to ask any new men I meet from now on whether they liked Barbie or not and their answer will be very telling of their person… 🤠 loved the production design of Barbieland !","22 Jul 2023",4
"nikkic722","There’s so many scenes to mention but America’s monologue about women had me fighting back tears the whole time.","20 Jul 2023",5
"nikkic722","There’s so many scenes to mention but America’s monologue about women had me fighting back tears the whole time.","20 Jul 2023",5
"erc2","This movie has forever changed me. I am kenough","23 Jul 2023",4
"Karim","moving, exciting, fun, and at the same time critical. It offers a layered documentation of patriarchal structures, how to challenge them, and what it means to challenge them. The question remains how could you balance between critiquing the thing, and using the same methods that reproduce the thing. Endless question and the two poles are always in contradiction. But it’s fair to say Greta is a genuine filmmaker. She’s v talented and most importantly honest. Overall, I really enjoyed the film. I really missed experiencing a movie in a fully packed cinema. It was a nice feeling.","23 Jul 2023",4
"mav","I CRIED","23 Jul 2023",4
"rrmcrawford","Very funny and instantly iconic.","23 Jul 2023",4
"Mads","god, this was fun","23 Jul 2023",4
"James Butler","One of the funniest movies I’ve seen in theaters in a long time, and it does an amazing job marrying some more existential themes and feminist critiques with the humor in a way that feels pretty seamless throughout.","22 Jul 2023",3
"sophie","I think on reflection a day later, the “wow” factor from how breezily it pulled off the degree of difficulty has faded a bit, and the overall depth of ideas feel more shallow and don’t quite land as hard as I first…","23 Jul 2023",5
"exmfc","I’m sweet 😊💐","22 Jul 2023",4
"SammyHoff98","This review may contain spoilers. I can handle the truth.","23 Jul 2023",4
"mlklau","Margot Robbie feet shots had me thinking this was Written and Directed by Quentin Tarantino.","23 Jul 2566",4
"Bobathan21","Maybe I was exhausted after Op but man the mental gymnastics","23 Jul 2023",2
"nikkic722","i cried 3 separate times and i thought long and hard about the lives of women the whole 45 minutes ride home. the ending was perfect too. this is truly cinema for women.","20 Jul 2023",5
"erc2","""All that is pretty, is pink,"" or something like that. However, I wasn't on the Barbie hype train like so many were. Maybe I didn't have enough (k)energy for Greta Gerwig's satirical comedy told through the paradox of what is in the real world and what is real in Barbieland.","23 Jul 2023",4
"Karim","I left the theatre feeling a little angry with the experience, especially when there was a ranty exchange from one of the main character's to which a woman in the…","23 Jul 2023",4
"Bobathan21","""All that is pretty, is pink,"" or something like that. However, I wasn't on the Barbie hype train like so many were. Maybe I didn't have enough (k)energy for Greta Gerwig's satirical comedy told through the paradox of what is in the real world and what is real in Barbieland.","23 Jul 2023",2
"slatr","I left the theatre feeling a little angry with the experience, especially when there was a ranty exchange from one of the main character's to which a woman in the…","23 Jul 2023",4
"Alice","That Kenergy went crazy","23 Jul 2023",5
"pratesjubs","cinema has now peaked, i fear this may be the greatest movie ever made","23 Jul 2023",4
"elizabeth","This review may contain spoilers. I can handle the truth.","23 Jul 2023",4
"bec ☄️","é um fato, Barbie não vem pra revolucionar ou despertar a consciência coletiva sobre o quanto mulheres são questionadas e o quanto a perfeição de Margot Robbie não seria o bastante pro mundo real (exigir isso da diretora significa que talvez você não tenha compreendido muito bem o propósito da coisa).greta vem com o seu jeitinho aproximando os anseios de todas as mulheres sejam elas mães ou uma mera Barbie estereotipada que de repente começa a ter pensamentos de…","23 Jul 2023",5
"kate🍜","loved it! was nervous it wasn’t gonna meet my expectations because of HOW hyped up this movie was but it was actually so good! loved the sound track, the cast and the story!","23 Jul 2023",5
"Josh H","i’m so grateful to live in a time where barbie is used as social commentary on the world we live in simply perfect amazing beautiful excellent","23 Jul 2023",4
"jotazeta","I AM KENOUGH","22 Jul 2023",5
"clara","A very funny and moving film that shows a good evolutionary step in style and form from Gretta Gerwig. For a big, mass appeal IP blockbuster, there are a lot of stylistic choices and plot points that are bold and mostly very successful.","23 Jul 2023",5
"elifozyurek","We get this very funny, incredibly paced film for most of it's runtime. As it tries to wrap up all of the threads that it has laid out, it hits some stumbles and loses the momentum. Margot…","23 Jul 2023",4
"Luke","an innovative way to get men to think and realize how sexism affects everyone in the end","23 Jul 2023",2
"Bobathan21","all I want now is some tickle time with the bros","23 Jul 2023",4
"slatr","nunca me identifiquei tanto com uma cena igual da barbie depressiva que assiste orgulho e preconceito","23 Jul 2023",5
"Alice","✨i am Kenough✨","23 Jul 2023",4
"pratesjubs","My favourite film is that one with Alexandra Shipp, good songs and themes of mortality","23 Jul 2023",4
"Luke","My favourite film is that one with Alexandra Shipp, good songs and themes of mortality","23 Jul 2023",4
"sbevebro","Holy shit","23 Jul 2023",4
"giolamadrid","An easy-to-digest feminist argument and, I like it. Girls, kids, men and also some women need to start building a feminist mindset somewhere and this is a colorful place to do it.","23 Jul 2023",5
"phoebe 🐇","First you see this film and then you can go read The Second Sex.","23 Jul 2023",5
"isabelao_","i’m just ken scene WAS SO GOOD i’ve literally never found ryan hot until this movie lmfaoo","23 Jul 2023",5
"ax2ion","felt like 10 mins","24 Jul 2023",2
"G","all women should watch this","23 Jul 2023",4
"seb","This movie is a love letter to women.","21 Jul 2023",3
"lomsl","i thought i'd like it way more than i actually did :(","23 Jul 2023",5
"cmoses","A delightful, fun movie that does all the work for you. Don’t think too much, just give in and laugh, you hater!","23 Jul 2023",4
"Janespsara","godfather guy is literally me","23 Jul 2566",3
"Billy_ilnaso","idk... before watch this movie i though the stories abt have fun or yeah like that's but after watch, it's not abt have fun barbie but abt feminism and patriarchy things..","23 Jul 2023",4
"Luke","BUT I LOVE IT bcs it's unpredictable, i love when ryan gosling act like clingy and tengil wkwkwkwksnsb","23 Jul 2023",4
"sbevebro","i enjoyed this even as a fan of trucks & matchbox 20’s 1997 hit song “push”","23 Jul 2023",4
"giolamadrid","Hi Barbie hi ken","23 Jul 2023",5
"phoebe 🐇","It was all so pink, loved the photography and especially the soundtrack. Ryan Gosling song was perfect ahahah Best scene in the movie for sure.","23 Jul 2023",5
"teamangel","the best movie i have ever seen.","23 Jul 2023",5
"emolas","my heart goes out to the kids that was left so confused","23 Jul 2023",5
"abbiehirshfield","This was an incredible movie. It was very hyped up and I really had no expectations going into it. I was very curious and excited, but nothing could have prepared me for what this movie turned out to be.","21 Jul 2023",4
"arabella","It was an insightful commentary on the patriarchy and displayed the everyday struggles that women have to go through. It also incorporated humor that had me literally chuckling very hard. But also I would catch myself tearing up at random points…","21 Jul 2023",4
"iliis","This review may contain spoilers. I can handle the truth.","20 Jul 2023",5
"Peeek82454201","Eu daria 5 estrelas se a Barbie não surgisse com a ideia doida de virar humana no final, na minha cabeça não faz sentido alguém abrir mão de viver num mundo perfeito, pra ser humana cheia de sentimentos negativos. Fora isso, eu amei esse filme e achei tudo tão perfeito.","23 Jul 2023",5
"Mario Sumampow","amo ser mujer y amo a las mujeres.Greta Gerwig entendió todo como siempreeeee, esa mujer jamás decepciona. Superó mis expectativas y fue un abrazo a mi corazón completamente. Te entiendo Barbie, yo también me siento frustrada por los cambios, por querer hacer todo bien y que no siempre todo resulte así. btw, se no hubo mejor actor que pudiera hacer a Allan que Michael Cera, lo tqm también lxs tqm Margot Robbie y Ryan Gosling, ese Oscar va a…","23 Jul 2023",3
"Mathias Kvinge","OH HOW I LOVE BEING A WOMAN (the montage at the end had me and my sister in tears)","23 Jul 2023",4
"Gabby ✨","Oh, you don't understand why people love Barbie? Let me–as a man and all my ego–explain it to you.","22 Jul 2023",5
"paraslay","Allan sales gonna spike","23 Jul 2023",5
"başak","Post Barbie movie morning thoughts:","23 Jul 2023",5
"Jose","- Being a woman is hard af- Fuck the patriarchy- We need to stop girl on girl crime- Can’t wait to watch it again- Perfection isn’t ideal & the human experience is ultimately beautiful- I need more pink in my life- America Ferrera’s speech was so real- Stereotypes don’t define you & being a girlie doesn’t make you dumb- Such an inclusive, positive film- How can I concretely fight against the patriarchy?- Let the girlies girly","23 Jul 2023",4
"teamangel","💖🌸💘🎀🌷👙💄🩷","23 Jul 2023",5
"emolas","I’ve not actually seen it yet but I just know it’s five stars you know?","23 Jul 2023",5
"abbiehirshfield","tag yourself i'm the the depressed barbie","21 Jul 2023",4
"arabella","NOT THE PALAZZOS","21 Jul 2023",4
"nvmboutme_","have a mixed feelings abt this but that fucking monologue scene hit me hard","20 Jul 2023",3
"samanthabradd","This entire movie felt like a dream…..I loved it","22 Jul 2023",5
"8bitos","Great, colorful and fun","23 Jul 2023",4
"go piss girl","the b in in lgbt stands for barbie","23 Jul 2023",4
"motovetal","Тобто дівчата можуть просто прикидатися, що вони чогось не вміють? Цей світ занадто небезпечений","23 Jul 2023",4
"Masonator5555","I wasn't expecting so many dark suits and depressing subject matters... although come to think about it, I may have watched the wrong movie...","23 Jul 2023",4
"Miguel","Another brilliant Gerwig feature that inadvisably takes on all the baggage of an insidious, mortifying corporate testament to patriarchy. The end result is a great film and sinister ideological product.","23 Jul 2023",4
"nicocerda","Greta Gerwig en su corta carrera tras cámara harealizado sólo éxitos! Barbie es todo que esperábamos y MÁS. Hilarante, critica, feminista, dramática. Transita entre la comedia y la emotividad (toca fibra). De la banda sonora no hablemos porque habla por sí sola. Ryan Gosling está a otro nivel, se entrega a 1000% en su rol. Helen Mirren como narradora es sublime!","23 Jul 2023",4
"reddoodle2","Barbenheimer part 1: 10/10","23 Jul 2023",5
"rosie","every night is girls night FOREVER AND EVER 🩷🩷🩷","23 Jul 2023",5
"ickievic","the barbies didnt scissor & i think thats a very important part of a barbies life","23 Jul 2023",5
"CaseyNuge","if there isn't a massive, multi-layered Oscar campaign for ""I'm Just Ken"" to win best song we as a society have failed","23 Jul 2023",5
"kaibei","yes","21 Jul 2023",4
"kbasko","sublime!","23 Jul 2023",4
"soupinmypants","highly philosophical, i cried, so deep","23 Jul 2023",5
"Nat","Do you guys ever thing about dying?","23 Jul 2023",4
"Adrián","La peli que, por un momento, los fans de la Liga de la Justicia de Zack Snyder pensaron que necesitaban.","23 Jul 2023",4
"Tamina","tag yourself, i'm ""irrepressible thoughts of death barbie""","23 Jul 2023",5
"thejelliedjew","i went into barbie thinking it would be a lighthearted movie, but as a woman i definitely went through a roller coaster of emotions. i laughed. i cried. it was like a healing experience. i wish more men understood the message behind the movie. it wasn’t “man hating” at all. they simply haven’t experienced these situations or words as a woman. everything was perfectly done. i wish i could watch it for the first time again.","21 Jun 2023",5
